timestamp,v0,v1,X,Y,Z,result
1,43646.0348,43648.83383,-11103.53293,-18749.00103,38022.31046,1
1,43646.08138,43648.88022,-11102.90821,-18742.44762,38025.85891,1
1,43646.12902,43648.9299,-11101.19476,-18735.87705,38029.71411,1
1,43646.17751,43648.98337,-11098.61628,-18730.17034,38033.35553,1
1,43646.22674,43649.03932,-11095.41124,-18726.10794,38036.31679,1
1,43646.277,43649.09524,-11091.78635,-18724.29783,38038.2401,1
1,43646.32874,43649.14845,-11087.9158,-18725.09469,38038.91789,1
1,43646.38214,43649.19717,-11083.97963,-18728.53502,38038.30777,1
1,43646.43674,43649.24137,-11080.206,-18734.30226,38036.52783,1
1,43646.49128,43649.28257,-11076.88443,-18741.73404,38033.84024,1
1,43646.54408,43649.32326,-11074.32726,-18749.89801,38030.62021,1
1,43646.59373,43649.36598,-11072.78906,-18757.74587,38027.30372,1
1,43646.63979,43649.41237,-11072.37444,-18764.32692,38024.31441,1
1,43646.68305,43649.46295,-11072.98267,-18769.01066,38021.97548,1
1,43646.72531,43649.51702,-11074.32394,-18771.63342,38020.43593,1
1,43646.76861,43649.573,-11076.01101,-18772.49554,38019.64678,1
1,43646.81454,43649.62919,-11077.6967,-18772.20015,38019.40052,1
1,43646.86382,43649.68419,-11079.1962,-18771.39837,38019.422,1
1,43646.91628,43649.73708,-11080.53649,-18770.5658,38019.46667,1
1,43646.97115,43649.78778,-11081.91002,-18769.90658,38019.38412,1
1,43647.02745,43649.83664,-11083.54638,-18769.42925,38019.11834,1
1,43647.08417,43649.88444,-11085.56529,-18769.13428,38018.65355,1
1,43647.14034,43649.93218,-11087.87794,-18769.19182,38017.94864,1
1,43647.19511,43649.98092,-11090.19164,-18769.96984,38016.91553,1
1,43647.2479,43650.03139,-11092.11041,-18771.89212,38015.45739,1
1,43647.29863,43650.08371,-11093.29087,-18775.19647,38013.5458,1
1,43647.348,43650.13718,-11093.57743,-18779.71672,38011.29593,1
1,43647.39726,43650.19072,-11093.0581,-18784.81342,38008.99195,1
1,43647.44783,43650.24334,-11092.00853,-18789.53869,38007.02518,1
1,43647.5007,43650.29485,-11090.75947,-18792.98589,38005.75695,1
1,43647.55596,43650.34608,-11089.54828,-18794.65241,38005.37617,1
1,43647.61288,43650.39842,-11088.42683,-18794.64246,38005.8188,1
1,43647.67024,43650.45307,-11087.26083,-18793.60966,38006.79268,1
1,43647.727,43650.51016,-11085.8131,-18792.45453,38007.90609,1
1,43647.78265,43650.56861,-11083.8642,-18791.90195,38008.84867,1
1,43647.8372,43650.62678,-11081.30391,-18792.16578,38009.53691,1
1,43647.89093,43650.68322,-11078.15686,-18792.87376,38010.1476,1
1,43647.94401,43650.73756,-11074.53377,-18793.29198,38011.0195,1
1,43647.99644,43650.7906,-11070.54923,-18792.72329,38012.47606,1
1,43648.04822,43650.8437,-11066.25196,-18790.87972,38014.65755,1
1,43648.09962,43650.89797,-11061.61371,-18788.03775,38017.44471,1
1,43648.1513,43650.95378,-11056.5756,-18784.87442,38020.52554,1
1,43648.204,43651.01059,-11051.12886,-18782.06234,38023.5714,1
1,43648.25797,43651.06714,-11045.3834,-18779.84823,38026.42554,1
1,43648.31276,43651.12197,-11039.58755,-18777.84876,38029.1984,1
1,43648.36727,43651.17385,-11034.08792,-18775.18428,38032.21441,1
1,43648.42036,43651.22242,-11029.247,-18770.91377,38035.82341,1
1,43648.47151,43651.26858,-11025.34941,-18764.57648,38040.16207,1
1,43648.52127,43651.31436,-11022.53895,-18756.56523,38044.98957,1
1,43648.57115,43651.36236,-11020.80797,-18748.15356,38049.67785,1
1,43648.62284,43651.4147,-11020.04512,-18741.13833,38053.37379,1
1,43648.67727,43651.47163,-11020.12084,-18737.22171,38055.27956,1
1,43648.73395,43651.53138,-11020.97311,-18737.39506,38054.93263,1
1,43648.79122,43651.59069,-11022.65667,-18741.57096,38052.37211,1
1,43648.847,43651.64619,-11025.32825,-18748.62066,38048.12223,1
1,43648.89983,43651.69637,-11029.17589,-18756.7973,38043.00001,1
1,43648.94977,43651.7421,-11034.32351,-18764.378,38037.82138,1
1,43648.99824,43651.78623,-11040.75222,-18770.2677,38033.12413,1
1,43649.04731,43651.83239,-11048.27866,-18774.31384,38029.02137,1
1,43649.09866,43651.88305,-11056.59533,-18777.22451,38025.23758,1
1,43649.15277,43651.93836,-11065.34848,-18780.1469,38021.30198,1
1,43649.20896,43651.99644,-11074.21395,-18784.10163,38016.81054,1
1,43649.26576,43652.05435,-11082.93915,-18789.50474,38011.64812,1
1,43649.32178,43652.1095,-11091.33831,-18795.96001,38006.08439,1
1,43649.37605,43652.1608,-11099.25927,-18802.38714,38000.7095,1
1,43649.42838,43652.20884,-11106.55092,-18807.39725,37996.25078,1
1,43649.47914,43652.25544,-11113.05797,-18809.73059,37993.35797,1
1,43649.529,43652.30286,-11118.64227,-18808.59766,37992.43624,1
1,43649.57876,43652.35313,-11123.21604,-18803.85609,37993.56079,1
1,43649.62916,43652.40722,-11126.76625,-18796.0056,37996.48201,1
1,43649.68079,43652.46521,-11129.35499,-18786.02892,38000.70623,1
1,43649.734,43652.52641,-11131.09444,-18775.16131,38005.61049,1
1,43649.78888,43652.58949,-11132.10846,-18764.64588,38010.56404,1
1,43649.84517,43652.65287,-11132.49802,-18755.52227,38015.03225,1
1,43649.90219,43652.71491,-11132.32558,-18748.48929,38018.64468,1
1,43649.95921,43652.77388,-11131.6205,-18743.86859,38021.21539,1
1,43650.01554,43652.82829,-11130.39547,-18741.66352,38022.71877,1
1,43650.07079,43652.87739,-11128.6638,-18741.67194,38023.23955,1
1,43650.12503,43652.92158,-11126.44222,-18743.59391,38022.9247,1
1,43650.17857,43652.9629,-11123.74001,-18747.10567,38021.9482,1
1,43650.23204,43653.00482,-11120.5384,-18751.88434,38020.49712,1
1,43650.2861,43653.05131,-11116.77537,-18757.61408,38018.76221,1
1,43650.34124,43653.1054,-11112.35273,-18764.00082,38016.92115,1
1,43650.39769,43653.16777,-11107.17058,-18770.79836,38015.1155,1
1,43650.4554,43653.23585,-11101.18394,-18777.80491,38013.44268,1
1,43650.51403,43653.30465,-11094.46169,-18784.80606,38011.97755,1
1,43650.57282,43653.36875,-11087.21703,-18791.48639,38010.81441,1
1,43650.63071,43653.42472,-11079.79217,-18797.36399,38010.10433,1
1,43650.6866,43653.47249,-11072.59137,-18801.82889,38010.04912,1
1,43650.73972,43653.51553,-11065.99101,-18804.30635,38010.83627,1
1,43650.79013,43653.55902,-11060.26063,-18804.46367,38012.55125,1
1,43650.83871,43653.60754,-11055.52764,-18802.34707,38015.11896,1
1,43650.88708,43653.66319,-11051.79594,-18798.34343,38018.32394,1
1,43650.93692,43653.72484,-11048.99999,-18792.98087,38021.90384,1
1,43650.98932,43653.78914,-11047.06559,-18786.66803,38025.67024,1
1,43651.04444,43653.85213,-11045.95053,-18779.52885,38029.58187,1
1,43651.1015,43653.91074,-11045.65035,-18771.42739,38033.72646,1
1,43651.1592,43653.9639,-11046.17599,-18762.14623,38038.22899,1
1,43651.21626,43654.01254,-11047.51567,-18751.61012,38043.14173,1
1,43651.27187,43654.05882,-11049.59644,-18740.01969,38048.38364,1
1,43651.32588,43654.10515,-11052.25825,-18727.83291,38053.75855,1
1,43651.37868,43654.1536,-11055.24702,-18715.63887,38059.02654,1
1,43651.43097,43654.20498,-11058.23975,-18703.99818,38063.98563,1
1,43651.4835,43654.25909,-11060.90482,-18693.33468,38068.51456,1
1,43651.53692,43654.31505,-11062.99288,-18683.89509,38072.56951,1
1,43651.59156,43654.3716,-11064.42725,-18675.75814,38076.15071,1
1,43651.6474,43654.42794,-11065.36242,-18668.8426,38079.27493,1
1,43651.70408,43654.48385,-11066.17362,-18662.89813,38081.97563,1
1,43651.76099,43654.53944,-11067.3763,-18657.50868,38084.3192,1
1,43651.81749,43654.59503,-11069.49968,-18652.1614,38086.40504,1
1,43651.87305,43654.65067,-11072.96578,-18646.375,38088.33862,1
