timestamp,v0,v1,X,Y,Z,result
1,43654.11255,43653.10725,-39278.31218,-19252.8565,3094.182577,normal
1,43654.18325,43653.17531,-39283.80672,-19241.59321,3096.408574,normal
1,43654.25281,43653.24248,-39288.3244,-19231.55074,3103.172786,normal
1,43654.32089,43653.30883,-39291.87385,-19222.61721,3115.018846,normal
1,43654.38778,43653.37461,-39294.67033,-19214.55796,3130.686342,normal
1,43654.45417,43653.44036,-39296.9984,-19207.28483,3147.180037,normal
1,43654.52088,43653.50689,-39299.01299,-19201.11516,3160.645662,normal
1,43654.58835,43653.57494,-39300.5868,-19196.85958,3167.69134,normal
1,43654.65646,43653.64478,-39301.30841,-19195.63178,3166.55658,normal
1,43654.72457,43653.71581,-39300.66978,-19198.40145,3157.519883,normal
1,43654.79194,43653.7867,-39298.37026,-19205.45778,3142.469178,normal
1,43654.85818,43653.85579,-39294.58484,-19216.03534,3123.951981,normal
1,43654.92349,43653.92204,-39290.03697,-19228.31507,3104.322637,normal
1,43654.98853,43653.98561,-39285.81741,-19239.84628,3085.378597,normal
1,43655.05412,43654.04806,-39282.99335,-19248.2918,3068.524486,normal
1,43655.12079,43654.11155,-39282.19854,-19252.19202,3055.035931,normal
1,43655.18852,43654.17778,-39283.40228,-19251.41085,3046.100994,normal
1,43655.25688,43654.247,-39285.93196,-19247.13102,3042.58257,normal
1,43655.32529,43654.31789,-39288.75012,-19241.34384,3044.836975,normal
1,43655.39338,43654.38825,-39290.84652,-19236.07289,3052.771941,normal
1,43655.46116,43654.45644,-39291.56961,-19232.65977,3066.187068,normal
1,43655.52902,43654.52237,-39290.75642,-19231.42399,3085.220008,normal
1,43655.59738,43654.58764,-39288.65682,-19231.77202,3110.49294,normal
1,43655.6664,43654.65472,-39285.70812,-19232.71652,3142.601885,normal
1,43655.73578,43654.72555,-39282.29206,-19233.52411,3181.119385,normal
1,43655.80497,43654.80027,-39278.57715,-19234.20001,3223.667767,normal
1,43655.8735,43654.87722,-39274.51744,-19235.55763,3265.681287,normal
1,43655.94147,43654.95359,-39269.97117,-19238.87194,3301.203986,normal
1,43656.0095,43655.02698,-39264.84316,-19245.33282,3324.473398,normal
1,43656.07838,43655.0964,-39259.16747,-19255.57462,3331.644148,normal
1,43656.14852,43655.16244,-39253.08743,-19269.49942,3321.895431,normal
1,43656.21947,43655.22661,-39246.7624,-19286.43695,3297.428723,abnormal
1,43656.28969,43655.29036,-39240.2825,-19305.47085,3262.487778,abnormal
1,43656.35746,43655.35441,-39233.67449,-19325.6708,3221.995252,abnormal
1,43656.42156,43655.41871,-39227.01338,-19346.07947,3180.493525,abnormal
1,43656.48225,43655.48291,-39220.59538,-19365.46408,3141.742506,abnormal
1,43656.54131,43655.54693,-39215.04808,-19382.09589,3108.78171,abnormal
1,43656.60149,43655.61125,-39211.2838,-19393.81955,3083.972686,abnormal
1,43656.66548,43655.67647,-39210.29201,-19398.47614,3068.740802,abnormal
1,43656.73505,43655.7429,-39212.81681,-19394.60244,3063.046854,abnormal
1,43656.81068,43655.81037,-39219.05691,-19382.07746,3065.019446,abnormal
